         356816814 function calls (356815059 primitive calls) in 847.812 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       21    0.000    0.000    0.006    0.000 C:\Users\Jishnuraj k\anaconda3\lib\importlib\__init__.py:109(import_module)
       84    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\xlrd\xlsx.py:179(cnv_ST_Xstring)
       33    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:438(__exit__)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\xlrd\xlsx.py:288(__init__)
        6    0.000    0.000    0.005    0.001 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\range.py:634(_concat)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:881(_find_spec_legacy)
      126    0.000    0.000    0.000    0.000 {method 'seekable' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.000    0.000 {method 'normalize' of 'pandas._libs.tslibs.timestamps._Timestamp' objects}
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\frozen.py:66(__getitem__)
       21    0.000    0.000    0.055    0.003 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:591(_concat_indexes)
        3    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\lib\index_tricks.py:316(__getitem__)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:342(__init__)
        3    0.000    0.000    9.054    3.018 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:533(read_csv)
        1    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\Desktop\Internship\Task1.py:34(<listcomp>)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\xlrd\book.py:656(initialise_format_info)
       84    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\xml\etree\ElementTree.py:551(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\resample.py:1792(_adjust_dates_anchored)
       33    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\typing.py:771(__subclasscheck__)
       21    0.000    0.000    0.017    0.001 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\concat.py:48(<listcomp>)
        6    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_1d_int64_int64}
        3    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\datetimes.py:344(_generate_range)
       33    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       12    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
      132    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
      210    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        3    0.000    0.000    0.110    0.037 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:3894(_drop_axis)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\frame.py:6397(groupby)
       24    0.000    0.000    0.015    0.001 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:7060(isna)
       21    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\distutils\version.py:331(_cmp)
        3    0.000    0.000    0.022    0.007 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:833(group_info)
      126    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1575(_block)
        3    0.000    0.000    3.739    1.246 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:3338(converter)
       12    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:70(_wrapreduction)
        9    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexers.py:348(check_array_indexer)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:2322(count_empty_vals)
       28    0.000    0.000    0.157    0.006 <__array_function__ internals>:2(vstack)
      128    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       21    0.000    0.000    0.010    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\api.py:65(get_objs_combined_axis)
      138    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\xlrd\xlsx.py:408(do_workbookpr)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:567(<listcomp>)
       33    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\common.py:269(get_compression_method)
       24    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:3505(_clean_index_names)
       45    0.000    0.000    0.007    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:163(blknos)
        3    0.000    0.000    0.018    0.006 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\datetimelike.py:224(min)
       42    0.000    0.000    0.002    0.000 C:\Users\Jishnuraj k\anaconda3\lib\distutils\version.py:302(__init__)
       24    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:989(_check_file_or_buffer)
       48    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\concat.py:66(<listcomp>)
       15    0.000    0.000    0.010    0.001 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4165(<listcomp>)
       18    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:383(<setcomp>)
       63    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       18    0.000    0.000    0.047    0.003 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:382(<listcomp>)
        3    0.000    0.000    0.000    0.000 {pandas._libs.lib.get_reverse_indexer}
        6    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:300(maybe_cast_result_dtype)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\api.py:91(<listcomp>)
       56    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:276(__len__)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:319(iget)
        3    0.000    0.000    3.656    1.219 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\tools\datetimes.py:605(to_datetime)
       24    0.000    0.000    0.015    0.001 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\series.py:4793(isna)
      138    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:3250(_clear_item_cache)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\common.py:241(index_labels_to_array)
        9    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\datetimelike.py:564(_get_getitem_freq)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:2607(<dictcomp>)
       81    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1680(<genexpr>)
       27    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:1551(_has_complex_date_col)
        6    0.000    0.000    0.002    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:3291(reindex)
       18    0.000    0.000    0.110    0.006 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:723(_assert_take_fillable)
       36    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\missing.py:665(clean_reindex_fill_method)
       27    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:1665(_maybe_make_multi_index_columns)
       36    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\common.py:197(any_not_none)
        3    0.000    0.000    0.023    0.008 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\algorithms.py:1327(wrapper)
      138    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_iterator}
        3    0.000    0.000    0.555    0.185 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:7692(resample)
       98    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:2008(_holder)
       90    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
        3    0.000    0.000    0.002    0.001 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\resample.py:1313(__init__)
       21    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap>:1002(_gcd_import)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\excel\_base.py:947(__del__)
       21    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:2852(_buffered_line)
       84    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:3040(_check_comments)
       45    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\common.py:88(validate_header_arg)
        3    0.000    0.000    0.003    0.001 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:1520(_get_label_or_level_values)
       27    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:362(<dictcomp>)
        9    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       33    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\abc.py:100(__subclasscheck__)
       48    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
       21    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
        9    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\common.py:97(is_bool_indexer)
        3    0.000    0.000    0.277    0.092 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\tseries\frequencies.py:120(infer_freq)
       49    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\xlrd\formatting.py:356(__init__)
        3    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\_ranges.py:13(generate_regular_range)
        3    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\missing.py:255(notna)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:2861(_check_for_bom)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\xml\etree\ElementTree.py:673(findall)
       21    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\distutils\version.py:51(__lt__)
        3    0.000    0.000    3.648    1.216 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\tools\datetimes.py:259(_convert_listlike_datetimes)
       42    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:233(_is_single_block)
        3    0.000    0.000    0.004    0.001 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\generic.py:1781(_wrap_agged_blocks)
      126    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:201(internal_values)
      140    0.000    0.000    0.000    0.000 {method 'extend' of 'array.array' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\datetimelike.py:281(max)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\xlrd\xlsx.py:423(__init__)
        3    0.000    0.000    0.002    0.001 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:3532(_get_item_cache)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\zipfile.py:1408(<listcomp>)
       21    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\groupby.py:483(__init__)
       24    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\inference.py:96(is_file_like)
       24    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:3468(_clean_na_values)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\excel\_xlrd.py:46(get_sheet_by_index)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\tseries\frequencies.py:492(is_superperiod)
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:2015(_preprocess_slice_or_indexer)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4156(<setcomp>)
       75    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:259(items)
        6    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
       21    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\excel\_base.py:937(close)
       27    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\common.py:274(maybe_iterable_to_list)
       30    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\common.py:140(is_fsspec_url)
       18    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:156(from_blocks)
        3    0.000    0.000    0.141    0.047 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:3858(drop)
        3    0.000    0.000    0.553    0.184 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\resample.py:1405(_get_resampler)
       24    0.000    0.000    0.000    0.000 <string>:1(__new__)
       23    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1479(_fill_cache)
      126    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\shape_base.py:78(_atleast_2d_dispatcher)
        3    0.000    0.000    0.035    0.012 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\resample.py:188(_get_binner)
       42    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4288(<genexpr>)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:2619(_clean_mapping)
        3    0.000    0.000    0.128    0.043 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\generic.py:1018(_cython_agg_general)
       24    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\nanops.py:322(_na_ok_dtype)
      126    0.000    0.000    0.000    0.000 {method 'close' of 'xml.etree.ElementTree.TreeBuilder' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:839(sort)
        3    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:366(apply)
       12    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.generic' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\typing.py:868(__new__)
        3    0.000    0.000    0.003    0.001 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\grouper.py:413(__init__)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\zipfile.py:1406(namelist)
        3    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5517(ensure_index_from_sequences)
       48    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\compat\numpy\function.py:48(__call__)
       33    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:429(__init__)
       75    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:1233(_is_index_col)
       36    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\urllib\parse.py:456(<genexpr>)
       18    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:2000(inferred_type)
       63    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:2346(<lambda>)
        3    0.000    0.000    0.002    0.001 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\frame.py:2869(__getitem__)
       24    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\nanops.py:193(_maybe_get_mask)
        9    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4717(_maybe_promote)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:3108(_check_decimal)
        3    0.000    0.000    0.555    0.185 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\resample.py:1264(get_resampler)
       63    0.000    0.000    0.000    0.000 {method 'iter' of 'xml.etree.ElementTree.Element' objects}
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\dtypes\inference.py:185(is_array_like)
        6    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\numeric.py:75(zeros_like)
       51    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_platform_int}
        6    0.000    0.000    0.011    0.002 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:402(_get_cython_func_and_vals)
        3    0.000    0.000    0.104    0.035 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\frame.py:4013(reindex)
        3    0.000    0.000    0.290    0.097 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\resample.py:80(__init__)
       21    0.000    0.000    0.000    0.000 {method 'findall' of 'xml.etree.ElementTree.Element' objects}
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\common.py:176(not_none)
       27    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\six.py:184(find_module)
       18    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\datetimelike.py:682(<listcomp>)
        6    0.000    0.000    0.019    0.003 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4529(argsort)
       72    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\common.py:201(<genexpr>)
        3    0.000    0.000    0.034    0.011 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\resample.py:1004(_get_binner_for_time)
        3    0.000    0.000    0.000    0.000 {pandas._libs.tslibs.timezones.infer_tzinfo}
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:800(find_spec)
       84    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\xlrd\xlsx.py:274(finish_off)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\compat\_optional.py:50(_get_version)
        6    0.000    0.000    0.002    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5838(_maybe_asobject)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:725(find_spec)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:937(_sanity_check)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:743(<listcomp>)
        3    0.000    0.000    0.031    0.010 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:3949(_update_inplace)
       18    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\api.py:254(<setcomp>)
        3    0.000    0.000    0.141    0.047 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\frame.py:4034(drop)
       48    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\base.py:424(<genexpr>)
        9    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(min_scalar_type)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:511(_get_result_dim)
       24    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:1535(<setcomp>)
       12    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2337(all)
        6    0.000    0.000    0.291    0.048 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\extension.py:44(cached)
       78    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        3    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\datetimes.py:849(date_range)
       63    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\common.py:180(<genexpr>)
        3    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:5679(_convert)
        3    0.000    0.000    0.128    0.043 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\generic.py:937(aggregate)
        3    0.000    0.000    0.003    0.001 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\indexes\extension.py:269(astype)
       28    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\shape_base.py:219(_vhstack_dispatcher)
      102    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\urllib\parse.py:99(_noop)
       12    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:675(copy)
       45    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:179(blklocs)
        3    0.000    0.000    3.646    1.215 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\datetimes.py:2002(objects_to_datetime64ns)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:3083(_check_thousands)
        3    0.000    0.000    0.007    0.002 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:2087(close)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:2012(fill_value)
       28    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\numpy\core\shape_base.py:208(_arrays_for_stack_dispatcher)
        3    0.000    0.000    0.103    0.034 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\frame.py:3904(_reindex_columns)
        3    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_1d_object_object}
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\re.py:250(compile)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\frame.py:3180(_box_col_values)
       27    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       48    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\common.py:194(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\Desktop\Internship\Task1.py:10(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\datetimelike.py:622(astype)
        3    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\arrays\datetimes.py:572(astype)
       12    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(all)
       36    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\missing.py:75(clean_fill_method)
        3    0.000    0.000    0.016    0.005 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\tseries\frequencies.py:191(__init__)
       24    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\generic.py:1477(_check_label_or_level_ambiguity)
       28    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1922(<listcomp>)
        6    0.000    0.000    0.001    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:244(make_block)
        3    0.000    0.000    0.128    0.043 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\groupby\groupby.py:1343(mean)
       21    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\xlrd\book.py:461(sheet_by_index)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\io\parsers.py:1699(_get_simple_index)
        3    0.000    0.000    0.000    0.000 C:\Users\Jishnuraj k\anaconda3\lib\site-packages\pandas\core\resample.py:1668(_get_timestamp_range_edges)
